Branch,Code,Variable,year,value
Merriam Park,P19M,Young Adult Program Attendance,2014,NA
Merriam Park,P20M,Adult Circulation,2014,295184
Merriam Park,P21M,Adult Library Programs,2014,NA
Merriam Park,P22M,Adult Program Attendance,2014,NA
Merriam Park,P23M,Other Circulation,2014,NA
Merriam Park,P24M,Total Circulation,2014,491495
Merriam Park,NA,Total Programs (Manually Input),2014,NA
Merriam Park,NA,Total Attendance (Manually Input),2014,NA
Merriam Park,C01M,Print Materials,2014,64701
Merriam Park,C02M,Audio Materials,2014,NA
Merriam Park,C03M,Video Materials,2014,9762
Merriam Park,C04M,Multi-format Materials,2014,NA
Merriam Park,C05M,Other Physical Materials,2014,NA
Merriam Park,C06M,Total Materials (Manually Input),2014,81487
Merriam Park,C07M,Print Serial Subscriptions,2014,NA
Rice Street,P01M,Population of the Legal Service Area,2014,NA
Rice Street,P02aM,Registered Borrowers - Residents,2014,NA
Rice Street,P02bM,Registered Borrowers - Reciprocal,2014,NA
Rice Street,P02cM,Total Registered Borrowers (Manually Input),2014,19076
Rice Street,P04M,Library Visits,2014,198821
Rice Street,P06M,Reference Transactions,2014,NA
Rice Street,P08M,Stations,2014,NA
Rice Street,P09M,Users of Public Internet Computers,2014,28087
Rice Street,NA,Wireless Sessions,2014,NA
Rice Street,P15M,Children's Circulation,2014,47879
Rice Street,P16M,Children's Library Programs,2014,NA
Rice Street,P17M,Children's Program Attendance,2014,NA
Rice Street,P18M,Yound Adult Library Programs,2014,NA
Rice Street,P19M,Young Adult Program Attendance,2014,NA
Rice Street,P20M,Adult Circulation,2014,52982
Rice Street,P21M,Adult Library Programs,2014,NA
Rice Street,P22M,Adult Program Attendance,2014,NA
Rice Street,P23M,Other Circulation,2014,NA
Rice Street,P24M,Total Circulation,2014,100861
Rice Street,NA,Total Programs (Manually Input),2014,NA
Rice Street,NA,Total Attendance (Manually Input),2014,NA
Rice Street,C01M,Print Materials,2014,34436
Rice Street,C02M,Audio Materials,2014,NA
Rice Street,C03M,Video Materials,2014,8114
Rice Street,C04M,Multi-format Materials,2014,NA
Rice Street,C05M,Other Physical Materials,2014,NA
Rice Street,C06M,Total Materials (Manually Input),2014,45318
Rice Street,C07M,Print Serial Subscriptions,2014,NA
Riverview,P01M,Population of the Legal Service Area,2014,NA
Riverview,P02aM,Registered Borrowers - Residents,2014,NA
Riverview,P02bM,Registered Borrowers - Reciprocal,2014,NA
Riverview,P02cM,Total Registered Borrowers (Manually Input),2014,11210
Riverview,P04M,Library Visits,2014,66676
Riverview,P06M,Reference Transactions,2014,NA
Riverview,P08M,Stations,2014,NA
Riverview,P09M,Users of Public Internet Computers,2014,9928
Riverview,NA,Wireless Sessions,2014,NA
Riverview,P15M,Children's Circulation,2014,29803
Riverview,P16M,Children's Library Programs,2014,NA
Riverview,P17M,Children's Program Attendance,2014,NA
Riverview,P18M,Yound Adult Library Programs,2014,NA
Riverview,P19M,Young Adult Program Attendance,2014,NA
Riverview,P20M,Adult Circulation,2014,29619
Riverview,P21M,Adult Library Programs,2014,NA
Riverview,P22M,Adult Program Attendance,2014,NA
Riverview,P23M,Other Circulation,2014,NA
Riverview,P24M,Total Circulation,2014,59422
Riverview,NA,Total Programs (Manually Input),2014,NA
Riverview,NA,Total Attendance (Manually Input),2014,NA
Riverview,C01M,Print Materials,2014,20915
Riverview,C02M,Audio Materials,2014,NA
Riverview,C03M,Video Materials,2014,5223
Riverview,C04M,Multi-format Materials,2014,NA
Riverview,C05M,Other Physical Materials,2014,NA
Riverview,C06M,Total Materials (Manually Input),2014,28855
Riverview,C07M,Print Serial Subscriptions,2014,NA
St. Anthony Park,P01M,Population of the Legal Service Area,2014,NA
St. Anthony Park,P02aM,Registered Borrowers - Residents,2014,NA
St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,2014,NA
St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),2014,12492
St. Anthony Park,P04M,Library Visits,2014,85651
St. Anthony Park,P06M,Reference Transactions,2014,NA
St. Anthony Park,P08M,Stations,2014,NA
St. Anthony Park,P09M,Users of Public Internet Computers,2014,7625
St. Anthony Park,NA,Wireless Sessions,2014,NA
St. Anthony Park,P15M,Children's Circulation,2014,74842
St. Anthony Park,P16M,Children's Library Programs,2014,NA
St. Anthony Park,P17M,Children's Program Attendance,2014,NA
St. Anthony Park,P18M,Yound Adult Library Programs,2014,NA
St. Anthony Park,P19M,Young Adult Program Attendance,2014,NA
St. Anthony Park,P20M,Adult Circulation,2014,62385
St. Anthony Park,P21M,Adult Library Programs,2014,NA
St. Anthony Park,P22M,Adult Program Attendance,2014,NA
St. Anthony Park,P23M,Other Circulation,2014,NA
St. Anthony Park,P24M,Total Circulation,2014,137227
St. Anthony Park,C01M,Print Materials,2014,31307
St. Anthony Park,C02M,Audio Materials,2014,NA
St. Anthony Park,C03M,Video Materials,2014,4300
St. Anthony Park,C04M,Multi-format Materials,2014,NA
St. Anthony Park,C05M,Other Physical Materials,2014,NA
St. Anthony Park,C06M,Total Materials (Manually Input),2014,38451
St. Anthony Park,C07M,Print Serial Subscriptions,2014,NA
St. Paul Bookmobile,P01M,Population of the Legal Service Area,2014,NA
St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,2014,NA
St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,2014,NA
St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),2014,9856
St. Paul Bookmobile,P04M,Library Visits,2014,142462
St. Paul Bookmobile,P06M,Reference Transactions,2014,NA
St. Paul Bookmobile,P08M,Stations,2014,NA
St. Paul Bookmobile,P09M,Users of Public Internet Computers,2014,NA
St. Paul Bookmobile,P15M,Children's Circulation,2014,77073
St. Paul Bookmobile,P16M,Children's Library Programs,2014,NA
St. Paul Bookmobile,P17M,Children's Program Attendance,2014,NA
St. Paul Bookmobile,P18M,Young Adult Library Programs,2014,NA
St. Paul Bookmobile,P19M,Young Adult Program Attendance,2014,NA
St. Paul Bookmobile,P20M,Adult Circulation,2014,44796
St. Paul Bookmobile,P21M,Adult Library Programs,2014,NA
St. Paul Bookmobile,P22M,Adult Program Attendance,2014,NA
St. Paul Bookmobile,P23M,Other Circulation,2014,NA
St. Paul Bookmobile,P24M,Total Circulation,2014,121869
St. Paul Bookmobile,NA,Total Programs,2014,NA
St. Paul Bookmobile,C01M,Print Materials,2014,15725
St. Paul Bookmobile,C02M,Audio Materials,2014,NA
St. Paul Bookmobile,C03M,Video Materials,2014,4322
St. Paul Bookmobile,C04M,Multi-format Materials,2014,NA
St. Paul Bookmobile,C05M,Other Physical Materials,2014,NA
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2014,20545
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2014,NA
Rondo Community Outreach,P01M,Population of the Legal Service Area,2014,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2014,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2014,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2014,39477
Rondo Community Outreach,P04M,Library Visits,2014,395201
Rondo Community Outreach,P06M,Reference Transactions,2014,NA
Rondo Community Outreach,P08M,Stations,2014,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2014,67072
Rondo Community Outreach,P15M,Children's Circulation,2014,86889
Rondo Community Outreach,P16M,Children's Library Programs,2014,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2014,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2014,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2014,NA
Rondo Community Outreach,P20M,Adult Circulation,2014,86056
Rondo Community Outreach,P21M,Adult Library Programs,2014,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2014,NA
Rondo Community Outreach,P23M,Other Circulation,2014,NA
Rondo Community Outreach,P24M,Total Circulation,2014,172945
Rondo Community Outreach,C01M,Print Materials,2014,68911
Rondo Community Outreach,C02M,Audio Materials,2014,NA
Rondo Community Outreach,C03M,Video Materials,2014,13426
Rondo Community Outreach,C04M,Multi-format Materials,2014,NA
Rondo Community Outreach,C05M,Other Physical Materials,2014,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2014,88114
Rondo Community Outreach,C07M,Print Serial Subscriptions,2014,NA
Central,P01M,Population of the Legal Service Area,2014,NA
Central,P02aM,Registered Borrowers - Residents,2014,NA
Central,P02bM,Registered Borrowers - Reciprocal,2014,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2014,55965
Central,P04M,Library Visits,2014,262761
Central,P06M,Reference Transactions,2014,NA
Central,P08M,Stations,2014,NA
Central,P09M,Users of Public Internet Computers,2014,38806
Central,NA,Wireless Sessions,2014,NA
Central,P15M,Children's Circulation,2014,69370
Central,P16M,Children's Library Programs,2014,NA
Central,P17M,Children's Program Attendance,2014,NA
Central,P18M,Yound Adult Library Programs,2014,NA
Central,P19M,Young Adult Program Attendance,2014,NA
Central,P20M,Adult Circulation,2014,127654
Central,P21M,Adult Library Programs,2014,NA
Central,P22M,Adult Program Attendance,2014,NA
Central,P23M,Other Circulation,2014,NA
Central,P24M,Total Circulation,2014,197024
Central,C01M,Print Materials,2014,329831
Central,C02M,Audio Materials,2014,NA
Central,C03M,Video Materials,2014,9231
Central,C04M,Multi-format Materials,2014,NA
Central,C05M,Other Physical Materials,2014,NA
Central,C06M,Total Materials (Manually Input),2014,345999
Central,C07M,Print Serial Subscriptions,2014,NA
Sun Ray,P01M,Population of the Legal Service Area,2014,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2014,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2014,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2014,23781
Sun Ray,P04M,Library Visits,2014,28218
Sun Ray,P06M,Reference Transactions,2014,NA
Sun Ray,P08M,Stations,2014,NA
Sun Ray,P09M,Users of Public Internet Computers,2014,6916
Sun Ray,NA,Wireless Sessions,2014,NA
Sun Ray,P15M,Children's Circulation,2014,13790
Sun Ray,P16M,Children's Library Programs,2014,NA
Sun Ray,P17M,Children's Program Attendance,2014,NA
Sun Ray,P18M,Yound Adult Library Programs,2014,NA
Sun Ray,P19M,Young Adult Program Attendance,2014,NA
Sun Ray,P20M,Adult Circulation,2014,16203
Sun Ray,P21M,Adult Library Programs,2014,NA
Sun Ray,P22M,Adult Program Attendance,2014,NA
Sun Ray,P23M,Other Circulation,2014,NA
Sun Ray,P24M,Total Circulation,2014,29993
Sun Ray,C01M,Print Materials,2014,49239
Sun Ray,C02M,Audio Materials,2014,NA
Sun Ray,C03M,Video Materials,2014,9362
Sun Ray,C04M,Multi-format Materials,2014,NA
Sun Ray,C05M,Other Physical Materials,2014,NA
Sun Ray,C06M,Total Materials (Manually Input),2014,62036
Sun Ray,C07M,Print Serial Subscriptions,2014,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2014,4326
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2014,3510
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2014,463
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2014,3973
West 7th Street Popular,P04M,Library Visits,2014,51833
West 7th Street Popular,P06M,Reference Transactions,2014,18174
West 7th Street Popular,P08M,Stations,2014,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2014,10089
West 7th Street Popular,NA,Wireless Sessions,2014,NA
West 7th Street Popular,P15M,Children's Circulation,2014,34886
West 7th Street Popular,P16M,Children's Library Programs,2014,116
West 7th Street Popular,P17M,Children's Program Attendance,2014,2735
West 7th Street Popular,P18M,Yound Adult Library Programs,2014,6
West 7th Street Popular,P19M,Young Adult Program Attendance,2014,126
West 7th Street Popular,P20M,Adult Circulation,2014,43948
West 7th Street Popular,P21M,Adult Library Programs,2014,22
West 7th Street Popular,P22M,Adult Program Attendance,2014,308
West 7th Street Popular,NA,Total Programs,2014,144
West 7th Street Popular,NA,Total Program Attendance,2014,3169
West 7th Street Popular,P23M,Other Circulation,2014,0
West 7th Street Popular,P24M,Total Circulation,2014,78834
West 7th Street Popular,C01M,Print Materials,2014,8532
West 7th Street Popular,C02M,Audio Materials,2014,1131
West 7th Street Popular,C03M,Video Materials,2014,1283
West 7th Street Popular,C04M,Multi-format Materials,2014,0
West 7th Street Popular,C05M,Other Physical Materials,2014,8
West 7th Street Popular,C06M,Total Materials (Manually Input),2014,10954
West 7th Street Popular,C07M,Print Serial Subscriptions,2014,11
Arlington Hills,C01M,Print Materials,2017,22342
Arlington Hills,C02M,Audio Materials,2017,NA
Arlington Hills,C03M,Video Materials,2017,6779
Arlington Hills,C04M,Multi-format Materials,2017,NA
Arlington Hills,C05M,Other Physical Materials,2017,NA
Arlington Hills,C06M,Total Materials (Manually Input),2017,31185
Arlington Hills,C07M,Print Serial Subscriptions,2017,NA
Arlington Hills,P01M,Population of the Legal Service Area,2017,NA
Arlington Hills,P02aM,Registered Borrowers - Residents,2017,NA
Arlington Hills,P02bM,Registered Borrowers - Reciprocal,2017,NA
Arlington Hills,P02cM,Total Registered Borrowers/Users,2017,19068
Arlington Hills,P04M,Library Visits,2017,143794
Arlington Hills,P06M,Reference Transactions,2017,NA
Arlington Hills,P08M,Stations,2017,NA
Arlington Hills,P09M,Annual Public Internet Computer Sessions,2017,33491
Arlington Hills,P15M,Wireless Sessions,2017,NA
Arlington Hills,P16M,Children's Circulation,2017,53210
Arlington Hills,P17M,Children's Library Programs,2017,NA
Arlington Hills,P18M,Children's Program Attendance,2017,NA
Arlington Hills,P19M,Young Adult Library Programs,2017,NA
Arlington Hills,P20M,Young Adult Program Attendance,2017,NA
Arlington Hills,P21M,Adult Circulation,2017,40726
Arlington Hills,P22M,Adult Library Programs,2017,NA
Arlington Hills,P23M,Adult Program Attendance,2017,NA
Arlington Hills,P24M,Other Circulation,2017,NA
Arlington Hills,P25M,Total Circulation (Manually Input),2017,93936
Arlington Hills,P26M,Total Programs (Manually Input),2017,NA
Dayton's Bluff,P01M,Population of the Legal Service Area,2017,NA
Dayton's Bluff,P02aM,Registered Borrowers - Residents,2017,NA
Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2017,NA
Dayton's Bluff,P02cM,Total Registered Borrowers,2017,13346
Dayton's Bluff,P04M,Library Visits,2017,89785
Dayton's Bluff,P06M,Reference Transactions,2017,NA
Dayton's Bluff,P08M,Stations,2017,NA
Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,2017,17440
Dayton's Bluff,NA,Wireless Sessions,2017,10524
Dayton's Bluff,P15M,Children's Circulation,2017,24005
Dayton's Bluff,P16M,Children's Library Programs,2017,NA
Dayton's Bluff,P17M,Children's Program Attendance,2017,NA
Dayton's Bluff,P18M,Young Adult Library Programs,2017,NA
Dayton's Bluff,P19M,Young Adult Program Attendance,2017,NA
Dayton's Bluff,P20M,Adult Circulation,2017,27853
Dayton's Bluff,P21M,Adult Library Programs,2017,NA
Dayton's Bluff,P22M,Adult Program Attendance,2017,NA
Dayton's Bluff,P23M,Other Circulation,2017,NA
Dayton's Bluff,P24M,Total Circulation (Manually Input),2017,51858
Dayton's Bluff,P25M,Total Programs (Manually Input),2017,NA
Dayton's Bluff,P26M,Total Attendance (Manually Input),2017,NA
Dayton's Bluff,C01M,Print Materials,2017,23745
Dayton's Bluff,C02M,Audio Materials,2017,NA
Dayton's Bluff,C03M,Video Materials,2017,7377
Dayton's Bluff,C04M,Multi-format Materials,2017,NA
Dayton's Bluff,C05M,Other Physical Materials,2017,NA
Dayton's Bluff,C06M,Total Materials (Manually Input),2017,33954
Dayton's Bluff,C07M,Print Serial Subscriptions,2017,NA
Hamline Midway,P01M,Population of the Legal Service Area,2017,NA
Hamline Midway,P02aM,Registered Borrowers - Residents,2017,NA
Hamline Midway,P02bM,Registered Borrowers - Reciprocal,2017,NA
Hamline Midway,P02cM,Total Registered Borrowers,2017,9682
Hamline Midway,P04M,Library Visits,2017,104057
Hamline Midway,P06M,Reference Transactions,2017,NA
Hamline Midway,P08M,Stations,2017,NA
Hamline Midway,P09M,Users of Public Internet Computers,2017,4802
Hamline Midway,P15M,Children's Circulation,2017,51533
Hamline Midway,P16M,Children's Library Programs,2017,NA
Hamline Midway,P17M,Children's Program Attendance,2017,NA
Hamline Midway,P18M,Yound Adult Library Programs,2017,NA
Hamline Midway,P19M,Young Adult Program Attendance,2017,NA
Hamline Midway,P20M,Adult Circulation,2017,52107
Hamline Midway,P21M,Adult Library Programs,2017,NA
Hamline Midway,P22M,Adult Program Attendance,2017,NA
Hamline Midway,P23M,Other Circulation,2017,NA
Hamline Midway,P24M,Total Circulation,2017,103640
Hamline Midway,NA,Total Programs (Manually Input),2017,NA
Hamline Midway,NA,Total Attendance (Manually Input),2017,NA
Hamline Midway,C01M,Print Materials,2017,21575
Hamline Midway,C02M,Audio Materials,2017,NA
Hamline Midway,C03M,Video Materials,2017,4653
Hamline Midway,C04M,Multi-format Materials,2017,NA
Hamline Midway,C05M,Other Physical Materials,2017,NA
Hamline Midway,C06M,Total Materials (Manually Input),2017,29462
Hamline Midway,C07M,Print Serial Subscriptions,2017,NA
Hamline Midway,NA,Wireless Sessions,2017,4802
Hayden Heights,P01M,Population of the Legal Service Area,2017,NA
Hayden Heights,P02aM,Registered Borrowers - Residents,2017,NA
Hayden Heights,P02bM,Registered Borrowers - Reciprocal,2017,NA
Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),2017,19037
Hayden Heights,P04M,Library Visits,2017,79935
Hayden Heights,P06M,Reference Transactions,2017,NA
Hayden Heights,P08M,Stations,2017,NA
Hayden Heights,P09M,Users of Public Internet Computers,2017,18779
Hayden Heights,NA,Wireless Sessions,2017,8557
Hayden Heights,P15M,Children's Circulation,2017,34022
Hayden Heights,P16M,Children's Library Programs,2017,NA
Hayden Heights,P17M,Children's Program Attendance,2017,NA
Hayden Heights,P18M,Yound Adult Library Programs,2017,NA
Hayden Heights,P19M,Young Adult Program Attendance,2017,NA
Hayden Heights,P20M,Adult Circulation,2017,33354
Hayden Heights,P21M,Adult Library Programs,2017,NA
Hayden Heights,P22M,Adult Program Attendance,2017,NA
Hayden Heights,P23M,Other Circulation,2017,NA
Hayden Heights,P24M,Total Circulation,2017,67376
Hayden Heights,NA,Total Programs (Manually Input),2017,NA
Hayden Heights,NA,Total Attendance (Manually Input),2017,NA
Hayden Heights,C01M,Print Materials,2017,32829
Hayden Heights,C02M,Audio Materials,2017,NA
Hayden Heights,C03M,Video Materials,2017,5480
Hayden Heights,C04M,Multi-format Materials,2017,NA
Hayden Heights,C05M,Other Physical Materials,2017,NA
Hayden Heights,C06M,Total Materials (Manually Input),2017,40431
Hayden Heights,C07M,Print Serial Subscriptions,2017,NA
Highland,P01M,Population of the Legal Service Area,2017,NA
Highland,P02aM,Registered Borrowers - Residents,2017,NA
Highland,P02bM,Registered Borrowers - Reciprocal,2017,NA
Highland,P02cM,Total Registered Borrowers (Manually Input),2017,34080
Highland,P04M,Library Visits,2017,282469
Highland,P06M,Reference Transactions,2017,NA
Highland,P08M,Stations,2017,NA
Highland,P09M,Users of Public Internet Computers,2017,31219
Highland,NA,Wireless Sessions,2017,22711
Highland,P15M,Children's Circulation,2017,168581
Highland,P16M,Children's Library Programs,2017,NA
Highland,P17M,Children's Program Attendance,2017,NA
Highland,P18M,Yound Adult Library Programs,2017,NA
Highland,P19M,Young Adult Program Attendance,2017,NA
Highland,P20M,Adult Circulation,2017,175502
Highland,P21M,Adult Library Programs,2017,NA
Highland,P22M,Adult Program Attendance,2017,NA
Highland,P23M,Other Circulation,2017,NA
Highland,P24M,Total Circulation,2017,344083
Highland,NA,Total Programs (Manually Input),2017,NA
Highland,NA,Total Attendance (Manually Input),2017,NA
Highland,C01M,Print Materials,2017,56129
Highland,C02M,Audio Materials,2017,NA
Highland,C03M,Video Materials,2017,8179
Highland,C04M,Multi-format Materials,2017,NA
Highland,C05M,Other Physical Materials,2017,NA
Highland,C06M,Total Materials (Manually Input),2017,70806
Highland,C07M,Print Serial Subscriptions,2017,NA
Merriam Park,P01M,Population of the Legal Service Area,2017,NA
Merriam Park,P02aM,Registered Borrowers - Residents,2017,NA
Merriam Park,P02bM,Registered Borrowers - Reciprocal,2017,NA
Merriam Park,P02cM,Total Registered Borrowers (Manually Input),2017,26161
Merriam Park,P04M,Library Visits,2017,145043
Merriam Park,P06M,Reference Transactions,2017,NA
Merriam Park,P08M,Stations,2017,NA
Merriam Park,P09M,Users of Public Internet Computers,2017,15649
Merriam Park,P15M,Children's Circulation,2017,108020
Merriam Park,NA,Wireless Sessions,2017,15649
Merriam Park,P16M,Children's Library Programs,2017,NA
Merriam Park,P17M,Children's Program Attendance,2017,NA
Merriam Park,P18M,Yound Adult Library Programs,2017,NA
Merriam Park,P19M,Young Adult Program Attendance,2017,NA
Merriam Park,P20M,Adult Circulation,2017,180037
Merriam Park,P21M,Adult Library Programs,2017,NA
Merriam Park,P22M,Adult Program Attendance,2017,NA
Merriam Park,P23M,Other Circulation,2017,NA
Merriam Park,P24M,Total Circulation,2017,288057
Merriam Park,NA,Total Programs (Manually Input),2017,NA
Merriam Park,NA,Total Attendance (Manually Input),2017,NA
Merriam Park,C01M,Print Materials,2017,57003
Merriam Park,C02M,Audio Materials,2017,NA
Merriam Park,C03M,Video Materials,2017,8100
Merriam Park,C04M,Multi-format Materials,2017,NA
Merriam Park,C05M,Other Physical Materials,2017,NA
Merriam Park,C06M,Total Materials (Manually Input),2017,71747
Merriam Park,C07M,Print Serial Subscriptions,2017,NA
Rice Street,P01M,Population of the Legal Service Area,2017,NA
Rice Street,P02aM,Registered Borrowers - Residents,2017,NA
Rice Street,P02bM,Registered Borrowers - Reciprocal,2017,NA
Rice Street,P02cM,Total Registered Borrowers (Manually Input),2017,19269
Rice Street,P04M,Library Visits,2017,214399
Rice Street,P06M,Reference Transactions,2017,NA
Rice Street,P08M,Stations,2017,NA
Rice Street,P09M,Users of Public Internet Computers,2017,30492
Rice Street,NA,Wireless Sessions,2017,19039
Rice Street,P15M,Children's Circulation,2017,34934
Rice Street,P16M,Children's Library Programs,2017,NA
Rice Street,P17M,Children's Program Attendance,2017,NA
Rice Street,P18M,Yound Adult Library Programs,2017,NA
Rice Street,P19M,Young Adult Program Attendance,2017,NA
Rice Street,P20M,Adult Circulation,2017,37716
Rice Street,P21M,Adult Library Programs,2017,NA
Rice Street,P22M,Adult Program Attendance,2017,NA
Rice Street,P23M,Other Circulation,2017,NA
Rice Street,P24M,Total Circulation,2017,72650
Rice Street,NA,Total Programs (Manually Input),2017,NA
Rice Street,NA,Total Attendance (Manually Input),2017,NA
Rice Street,C01M,Print Materials,2017,32883
Rice Street,C02M,Audio Materials,2017,NA
Rice Street,C03M,Video Materials,2017,8567
Rice Street,C04M,Multi-format Materials,2017,NA
Rice Street,C05M,Other Physical Materials,2017,NA
Rice Street,C06M,Total Materials (Manually Input),2017,43945
Rice Street,C07M,Print Serial Subscriptions,2017,NA
Riverview,P01M,Population of the Legal Service Area,2017,NA
Riverview,P02aM,Registered Borrowers - Residents,2017,NA
Riverview,P02bM,Registered Borrowers - Reciprocal,2017,NA
Riverview,P02cM,Total Registered Borrowers (Manually Input),2017,10525
Riverview,P04M,Library Visits,2017,94511
Riverview,P06M,Reference Transactions,2017,NA
Riverview,P08M,Stations,2017,NA
Riverview,P09M,Users of Public Internet Computers,2017,11889
Riverview,NA,Wireless Sessions,2017,10073
Riverview,P15M,Children's Circulation,2017,29876
Riverview,P16M,Children's Library Programs,2017,NA
Riverview,P17M,Children's Program Attendance,2017,NA
Riverview,P18M,Yound Adult Library Programs,2017,NA
Riverview,P19M,Young Adult Program Attendance,2017,NA
Riverview,P20M,Adult Circulation,2017,28464
Riverview,P21M,Adult Library Programs,2017,NA
Riverview,P22M,Adult Program Attendance,2017,NA
Riverview,P23M,Other Circulation,2017,NA
Riverview,P24M,Total Circulation,2017,58340
Riverview,NA,Total Programs (Manually Input),2017,NA
Riverview,NA,Total Attendance (Manually Input),2017,NA
Riverview,C01M,Print Materials,2017,20315
Riverview,C02M,Audio Materials,2017,NA
Riverview,C03M,Video Materials,2017,5525
Riverview,C04M,Multi-format Materials,2017,NA
Riverview,C05M,Other Physical Materials,2017,NA
Riverview,C06M,Total Materials (Manually Input),2017,28654
Riverview,C07M,Print Serial Subscriptions,2017,NA
St. Anthony Park,P01M,Population of the Legal Service Area,2017,NA
St. Anthony Park,P02aM,Registered Borrowers - Residents,2017,NA
St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,2017,NA
St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),2017,13435
St. Anthony Park,P04M,Library Visits,2017,96766
St. Anthony Park,P06M,Reference Transactions,2017,NA
St. Anthony Park,P08M,Stations,2017,NA
St. Anthony Park,P09M,Users of Public Internet Computers,2017,6882
St. Anthony Park,NA,Wireless Sessions,2017,7279
St. Anthony Park,P15M,Children's Circulation,2017,71073
St. Anthony Park,P16M,Children's Library Programs,2017,NA
St. Anthony Park,P17M,Children's Program Attendance,2017,NA
St. Anthony Park,P18M,Yound Adult Library Programs,2017,NA
St. Anthony Park,P19M,Young Adult Program Attendance,2017,NA
St. Anthony Park,P20M,Adult Circulation,2017,55874
St. Anthony Park,P21M,Adult Library Programs,2017,NA
St. Anthony Park,P22M,Adult Program Attendance,2017,NA
St. Anthony Park,P23M,Other Circulation,2017,NA
St. Anthony Park,P24M,Total Circulation,2017,126947
St. Anthony Park,C01M,Print Materials,2017,30464
St. Anthony Park,C02M,Audio Materials,2017,NA
St. Anthony Park,C03M,Video Materials,2017,3747
St. Anthony Park,C04M,Multi-format Materials,2017,NA
St. Anthony Park,C05M,Other Physical Materials,2017,NA
St. Anthony Park,C06M,Total Materials (Manually Input),2017,37624
St. Anthony Park,C07M,Print Serial Subscriptions,2017,NA
St. Paul Bookmobile,P01M,Population of the Legal Service Area,2017,NA
St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,2017,NA
St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,2017,NA
St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),2017,9386
St. Paul Bookmobile,P04M,Library Visits,2017,134368
St. Paul Bookmobile,P06M,Reference Transactions,2017,NA
St. Paul Bookmobile,P08M,Stations,2017,NA
St. Paul Bookmobile,P09M,Users of Public Internet Computers,2017,NA
St. Paul Bookmobile,P15M,Children's Circulation,2017,63333
St. Paul Bookmobile,P16M,Children's Library Programs,2017,NA
St. Paul Bookmobile,P17M,Children's Program Attendance,2017,NA
St. Paul Bookmobile,P18M,Young Adult Library Programs,2017,NA
St. Paul Bookmobile,P19M,Young Adult Program Attendance,2017,NA
St. Paul Bookmobile,P20M,Adult Circulation,2017,34127
St. Paul Bookmobile,P21M,Adult Library Programs,2017,NA
St. Paul Bookmobile,P22M,Adult Program Attendance,2017,NA
St. Paul Bookmobile,P23M,Other Circulation,2017,NA
St. Paul Bookmobile,P24M,Total Circulation,2017,97460
St. Paul Bookmobile,NA,Total Programs,2017,NA
St. Paul Bookmobile,C01M,Print Materials,2017,13343
St. Paul Bookmobile,C02M,Audio Materials,2017,NA
St. Paul Bookmobile,C03M,Video Materials,2017,3785
St. Paul Bookmobile,C04M,Multi-format Materials,2017,NA
St. Paul Bookmobile,C05M,Other Physical Materials,2017,NA
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2017,17589
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2017,NA
Rondo Community Outreach,P01M,Population of the Legal Service Area,2017,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2017,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2017,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2017,38586
Rondo Community Outreach,P04M,Library Visits,2017,218205
